! note: initial lines of file can contain comments
!
            60 -- model for mesa/star, with cell boundary velocities (v), with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      1.2120676762883630D+01
                    model_number                            5819
                        star_age      1.5405478059032502D+07
                       initial_z      3.4000000000000024D-04
                        n_shells                            1993
                        net_name   'approx21.net'
                         species                              21
                            time      4.8616838716216894D+14

                lnd                        lnT                        lnR                          L                  dq                          v                      omega                   conv_vel                   neut                       h1                         prot                       he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       si28                       s32                        ar36                       ca40                       ti44                       cr48                       cr56                       fe52                       fe54                       fe56                       ni56     
 1814     1.9598549289783836D+01     2.2767278971524502D+01     1.8207970127233519D+01     3.3681178528072370D+38     3.1372296117043583D-04    -6.6922704141130102D+07     4.2366018867952837D-01     0.0000000000000000D+00     1.4694419843867061D-03     0.0000000000000000D+00     1.6389623009783029D-03     6.2137150537627201D-21     1.2178659406734677D-01     2.7520224566730138D-05     0.0000000000000000D+00     2.4858891069127566D-05     5.5202009415924200D-07     8.5901867617252776D-06     3.6496675141517065D-04     1.3300004016061848D-04     4.1727112825226502D-05     1.8567572518731713D-05     7.4359901099793841D-07     1.4486775370519085D-06     1.3600944613349479D-06     2.8608384010138667D-06     1.7471876274549551D-02     8.5700380117486698D-01     3.1281890495562247D-06 
 1815     1.9610063764316940D+01     2.2767321704491685D+01     1.8204442904810626D+01     5.2048041382459278D+36     2.0479137742956599D-04    -6.6702149833494166D+07     4.2366023307043798D-01     0.0000000000000000D+00     1.4800481086272814D-03     0.0000000000000000D+00     1.5851485261031879D-03     3.7943709594888046D-21     1.1953901888947648D-01     2.6847728069922309D-05     0.0000000000000000D+00     2.4077628884930026D-05     5.3202124224046842D-07     8.2336267518694601D-06     3.4804716370050239D-04     1.2627198832195016D-04     3.9460399140552011D-05     1.7496846079261201D-05     6.9868416042446961D-07     1.3569411223137572D-06     1.4058364105881027D-06     2.6717187089155260D-06     1.6911295848500492D-02     8.5988447510238987D-01     2.9129415703379404D-06 
 1816     1.9616195272349028D+01     2.2768424451886626D+01     1.8202146797066998D+01     2.0911115571462137D+38     1.2636063713711436D-04    -6.6558933641359923D+07     4.2374781128970928D-01     0.0000000000000000D+00     1.5375461311673932D-03     0.0000000000000000D+00     1.5494247339771474D-03     4.6089614592877854D-21     1.1923972086877188D-01     2.6688067954084484D-05     0.0000000000000000D+00     2.3706318694776715D-05     5.2249033275039895D-07     7.9824281701528612D-06     3.3279358089223376D-04     1.1963326651038428D-04     3.7089870678065675D-05     1.6293417573074739D-05     6.4765174880059044D-07     1.2450177566791185D-06     1.4287687650396197D-06     2.4264065762503848D-06     1.6088500321010190D-02     8.6101173402385047D-01     2.6166348550365690D-06 
 1817     1.9627158550465988D+01     2.2760300743736538D+01     1.8200730845999700D+01    -2.0321733644427499D+39     1.2002898881680188D-04    -6.6470592787029323D+07     4.2381129222872671D-01     0.0000000000000000D+00     1.0424183465457181D-03     0.0000000000000000D+00     1.8266168062673775D-03     7.5742169495575684D-21     1.1592207310297242D-01     2.6727072585285380D-05     0.0000000000000000D+00     2.5965644418819149D-05     5.9284538798698127D-07     1.0164631083980248D-05     4.7986557203669359D-04     1.8914292676844606D-04     6.3842336368403245D-05     3.0905609361364425D-05     1.3102074594328969D-06     2.7997004912608551D-06     1.3574718094839453D-06     6.0682288812684257D-06     2.5797453814331183D-02     8.5456537536110275D-01     7.3203221468909811D-06 
 1818     1.9646805010210304D+01     2.2740363253165152D+01     1.8199395007485065D+01    -3.6759274389543499D+39     1.9805123567995474D-04    -6.6388394751498314D+07     4.2381139396374534D-01     0.0000000000000000D+00     4.2345418029025605D-04     0.0000000000000000D+00     2.5870033375137828D-03     1.0811257598608521D-20     1.0654509699517733D-01     2.6014087803043151D-05     0.0000000000000000D+00     3.0733121003608272D-05     7.5453407977900690D-07     1.6848694868557176D-05     1.0591876851906409D-03     5.1290027368440309D-04     2.0898820160315616D-04     1.2579770432300636D-04     6.1184460645052469D-06     1.6598965495687060D-05     9.7651193821386392D-07     4.5739422892677854D-05     7.2329312511974332D-02     8.1599333563613019D-01     7.1139689966542372D-05 
 1819     1.9660423664491112D+01     2.2733740095716186D+01     1.8197222315583132D+01    -8.3330817185203436D+38     2.3964948422929270D-04    -6.6256421634426994D+07     4.2381152812631066D-01     0.0000000000000000D+00     3.2265758179484009D-04     0.0000000000000000D+00     2.7571929367790439D-03     1.4676332415267605D-20     1.0130723167535999D-01     2.4936832193547733D-05     0.0000000000000000D+00     3.0948576339150002D-05     7.7012292190468256D-07     1.8547361944000810D-05     1.2674383789260474D-03     6.4949169473280150D-04     2.7853164457863766D-04     1.7826612216352167D-04     8.9786256775948292D-06     2.6081353922410150D-05     9.4360660139846554D-07     7.6996535088679509D-05     9.4239933260315709D-02     7.9868215658848411D-01     1.2889710246769459D-04 
 1820     1.9674070422929091D+01     2.2731861581035559D+01     1.8194610158503332D+01    -1.6651028058718955D+38     3.6601012136819051D-04    -6.6098417949591485D+07     4.2394279873382760D-01     0.0000000000000000D+00     2.9521721880515059D-04     0.0000000000000000D+00     2.7816176722109773D-03     2.4860030002328579D-24     9.8794141891593980D-02     2.4345427833587431D-05     0.0000000000000000D+00     3.0650051963509223D-05     7.6613138377286587D-07     1.8871932232358073D-05     1.3225115734940493D-03     6.8998386936009401D-04     3.0090870648451231D-04     1.9649743454642443D-04     1.0021928421117838D-05     2.9764525299916115D-05     9.4734127044920715D-07     8.9861517182291041D-05     1.0190250471544475D-01     7.9335733573405162D-01     1.5405232842127136D-04 
 1821     1.9685695761582778D+01     2.2733711054761238D+01     1.8190635695010996D+01     1.5329128207616424D+38     2.7260992948861817D-04    -6.5858717829944959D+07     4.2400897328055604D-01     0.0000000000000000D+00     3.0989047184726681D-04     0.0000000000000000D+00     2.7232035963144429D-03     5.4216519744674078D-21     9.8849580872816851D-02     2.4316226177471862D-05     0.0000000000000000D+00     3.0327341039069444D-05     7.5811436772432259D-07     1.8373524568882785D-05     1.2648483047460579D-03     6.5355081553673679D-04     2.8288359401539251D-04     1.8293324080117807D-04     9.3114063989654365D-06     2.7337642282601968D-05     9.7987001103627413D-07     8.1585938535222073D-05     9.6997415791490926D-02     7.9840461441222165D-01     1.3808883682840269D-04 
 1822     1.9693077741731620D+01     2.2734947568457526D+01     1.8187679081148516D+01     1.5936585277831651D+38     1.3630496474459894D-04    -6.5680861897165563D+07     4.2403748101862221D-01     0.0000000000000000D+00     3.2031547509789173D-04     0.0000000000000000D+00     2.6850231923192020D-03     1.5975692360889568D-23     9.8917481763160122D-02     2.4303688048565610D-05     0.0000000000000000D+00     3.0118321017525384D-05     7.5285006725469649D-07     1.8046542813666198D-05     1.2274564711831339D-03     6.3004010276560409D-04     2.7128986247237043D-04     1.7426106834305263D-04     8.8563358349417082D-06     2.5796983086556939D-05     1.0000082300913379D-06     7.6379883986658851D-05     9.3781053478377227D-02     8.0167967296995445D-01     1.2815100324143899D-04 
 1823     1.9697038861046088D+01     2.2735167212607843D+01     1.8186201851147789D+01     5.6453392125577028D+37     6.8152482371966360D-05    -6.5592143906513111D+07     4.2404834572935028D-01     0.0000000000000000D+00     3.2088060600304384D-04     0.0000000000000000D+00     2.6746874141802323D-03     1.4072753493383496D-20     9.8676336187372122D-02     2.4237485426244793D-05     0.0000000000000000D+00     3.0016967406532839D-05     7.5066496223775063D-07     1.7970378298526430D-05     1.2205644737876866D-03     6.2629555695079135D-04     2.6968552621323924D-04     1.7320805169944881D-04     8.8097116647759232D-06     2.5653032293306075D-05     1.0074493671347271D-06     7.5930693120457499D-05     9.3490854532028073D-02     8.0223576963887275D-01     1.2734163028703431D-04 
 1824     1.9699365787968311D+01     2.2734768449986848D+01     1.8185463706822961D+01    -2.0432639201086795D+38     3.4076241186186955D-05    -6.5547852343090520D+07     4.2407397175221532D-01     0.0000000000000000D+00     3.1508052891369295D-04     0.0000000000000000D+00     2.6813225986582884D-03     6.2137334284351490D-20     9.8215832321855263D-02     2.4132163023702100D-05     0.0000000000000000D+00     2.9977717520745731D-05     7.5038601335512753D-07     1.8049209181431089D-05     1.2324169108187097D-03     6.3474144427574206D-04     2.7427148580841476D-04     1.7688511953788720D-04     9.0189018745262536D-06     2.6382291187351718D-05     1.0066772721338810D-06     7.8449926652212083D-05     9.5047631810548569D-02     8.0110183874170584D-01     1.3221176515197392D-04 
 1825     1.9700840746600221D+01     2.2734116955397962D+01     1.8185094880497928D+01    -6.6539863635925220D+38     1.7038120592616412D-05    -6.5525732729988401D+07     4.2408624954421858D-01     0.0000000000000000D+00     3.0701346318849074D-04     0.0000000000000000D+00     2.6945475730697410D-03     2.8506115541836503D-21     9.7678244108051313D-02     2.4012723586357984D-05     0.0000000000000000D+00     2.9962023545350845D-05     7.5077136824837982D-07     1.8187494587308695D-05     1.2517109922514377D-03     6.4808157816722244D-04     2.8136539945347006D-04     1.8250674252473196D-04     9.3335377600591549D-06     2.7478371867320432D-05     1.0026890083690997D-06     8.2239656565327283D-05     9.7348771114111602D-02     7.9927523011679530D-01     1.3956164409814966D-04 
 1826     1.9701779433202336D+01     2.2733499932655427D+01     1.8184910586287703D+01    -1.2565848868171234D+39     8.5190602964192372D-06    -6.5514683683614363D+07     4.2410761001176746D-01     0.0000000000000000D+00     2.9981976486851763D-04     0.0000000000000000D+00     2.7072699261501353D-03     4.1760259536099724D-21     9.7209126031454307D-02     2.3908695593333320D-05     0.0000000000000000D+00     2.9953413951473786D-05     7.5119768399918029D-07     1.8317994887827824D-05     1.2699355419953399D-03     6.6067256674568293D-04     2.8805882622608457D-04     1.8782456429360657D-04     9.6306013942649730D-06     2.8518869178152122D-05     9.9836881025519570D-07     8.5857548444358986D-05     9.9497676790920177D-02     7.9753505539215829D-01     1.4662390524401722D-04 
 1827     1.9702736267100938D+01     2.2732501509343951D+01     1.8184818487463079D+01    -4.0522484800285623D+39     4.2595301479320628D-06    -6.5509163218822461D+07     4.2411587572654401D-01     0.0000000000000000D+00     2.8896123751517039D-04     0.0000000000000000D+00     2.7267595274811071D-03     3.3317603199321523D-24     9.6485951271859935D-02     2.3745794276764211D-05     0.0000000000000000D+00     2.9934663103168128D-05     7.5155344821334670D-07     1.8516655697755153D-05     1.2985060772455499D-03     6.8052701285370611D-04     2.9865047766110027D-04     1.9629521119500903D-04     1.0103198139681719D-05     3.0189096500570209D-05     9.9171840613703867D-07     9.1715399304553137D-05     1.0289026071004578D-01     7.9476997416621539D-01     1.5816622903945729D-04 
 1828     1.9706829491115016D+01     2.2726948399938158D+01     1.8184772472559281D+01    -3.8130913650369482D+40     3.1946476100053584D-06    -6.5506405695221623D+07     4.2412363789569340D-01     0.0000000000000000D+00     2.3719595175566197D-04     0.0000000000000000D+00     2.8182392773478035D-03     3.3626350991170568D-21     9.2445637219410858D-02     2.2795721707783958D-05     0.0000000000000000D+00     2.9663101092140253D-05     7.4774787157629347D-07     1.9463914368770653D-05     1.4512714377212021D-03     7.9036163112428017D-04     3.5869295516650705D-04     2.4584455029659371D-04     1.2889078342059743D-05     4.0385397091098766D-05     9.5954627165517578D-07     1.2871093237304527D-04     1.2220628385811629D-01     7.7895711242495675D-01     2.3374525435692756D-04 
 1829     1.9715178059697759D+01     2.2714922463151352D+01     1.8184738098209953D+01    -1.2367474768562827D+41     1.5973238037814338D-06    -6.5504348196853721D+07     4.2417096095550155D-01     0.0000000000000000D+00     1.5687611147558464D-04     0.0000000000000000D+00     2.9690576652600352D-03     5.4019980710257398D-24     8.3686162755425375D-02     2.0628619665426093D-05     0.0000000000000000D+00     2.8540462492058114D-05     7.2220923297132930D-07     2.1054951538247146D-05     1.7829362970574401D-03     1.0487819690428719D-03     5.0876964896439487D-04     3.7951959486478230D-04     2.0577836871967685D-05     7.1015087078593106D-05     8.9647234251844896D-07     2.4952584628572997D-04     1.7031032416233631D-01     7.3824091553673802D-01     5.0369477332652765D-04 
 1830     1.9725210332471164D+01     2.2700171715256733D+01     1.8184721052611632D+01    -1.3153170708185604D+41     3.7270888780829132D-06    -6.5503331186740529D+07     4.2419668492558759D-01     0.0000000000000000D+00     9.7619131619593346D-05     0.0000000000000000D+00     3.0253347866961495D-03     6.6494951118137270D-24     7.2915064766210386D-02     1.7784212167697479D-05     0.0000000000000000D+00     2.6109433671205395D-05     6.5637385741117553D-07     2.1715483361332648D-05     2.1233331669671926D-03     1.3548907051018619D-03     7.0395132863108820D-04     5.7505331885981885D-04     3.2054002437778730D-05     1.2288434780745056D-04     8.2936093973880122D-07     4.8026697930073449D-04     2.3516303160464433D-01     6.8225038836022173D-01     1.0890326372128942D-03 
 1831     1.9731419397577340D+01     2.2691253203308106D+01     1.8184681673235424D+01    -5.0249420541332465D+40     4.2595301486009216D-06    -6.5500995928555703D+07     4.2421484545044529D-01     0.0000000000000000D+00     7.4707570573432322D-05     0.0000000000000000D+00     2.9793563521990424D-03     4.4406351007431084D-24     6.6493119265627473D-02     1.6020481308328244D-05     0.0000000000000000D+00     2.4168960561294028D-05     6.0130521376803551D-07     2.1326325841347997D-05     2.2594050459634851D-03     1.5034529162856003D-03     8.0836460705730512D-04     6.9264191848744589D-04     3.8965708088522843D-05     1.5801819741941187D-04     7.7080597464905551D-07     6.5382071281256051D-04     2.7343864285305330D-01     6.4925779109042816D-01     1.5788258831046402D-03 
 1832     1.9733182455156711D+01     2.2688974355658655D+01     1.8184636941163912D+01    -7.8514988881092389D+39     8.5190602970866446D-06    -6.5498356164790134D+07     4.2424839042795730D-01     0.0000000000000000D+00     6.9821397010551322D-05     0.0000000000000000D+00     2.9626376870176130D-03     1.4403954705773871D-21     6.4893390735089298D-02     1.5579659070247300D-05     0.0000000000000000D+00     2.3655850974100527D-05     5.8676872409487499D-07     2.1176095697998462D-05     2.2891534725872877D-03     1.5390440213913612D-03     8.3445381240080216D-04     7.2350141339079439D-04     4.0780362096041447D-05     1.6770135481681061D-04     7.5435121195251388D-07     7.0378787527252040D-04     2.8335654402598265D-01     6.4063112465147815D-01     1.7263064657847133D-03 
